"auction_date","distillery","region","country","strength","rla","bulk_litres","distillery_status","cask_type","cask_filling","previous_spirit","age","bottles_at_cask_strength","volume_12m","volume_6m","volume_3m","inf_adj_hammer_price","inf_adj_hammer_price_per_bottle_at_cask_strength","inf_adj_hammer_price_per_litre_of_alcohol","inf_adj_hammer_price_per_litre_of_alcohol_per_age","inf_adj_hammer_price_per_age"
"2025-01-06","Bruichladdich","Islay","Scotland","50.4",74.9,"148.61","Operational","Barrel","First Fill","Bourbon",20,212.3,105,63,26,19060.19,89.78,254.48,12.72,953.01
"2025-01-06","Copper House","England","England","64.8",74.78,"115.4","Operational","Barrel",NA,"Bourbon",13,164.86,105,63,26,1030.28,6.25,13.78,1.06,79.25
"2025-01-06","Copper House","England","England","64.29",111.59,"173.58","Operational",NA,NA,NA,9,247.97,105,63,26,1030.28,4.15,9.23,1.03,114.48
"2024-12-02","Copper House","England","England","64.29",111.59,"173.58","Operational",NA,NA,NA,9,247.97,132,70,45,257.19,1.04,2.3,0.26,28.58
"2024-12-02","Bruichladdich","Islay","Scotland","53.1",115.3,"217.14","Operational","Hogshead",NA,"Wine",NA,310.2,132,70,45,22118.36,71.3,191.83,NA,NA
"2024-12-02","Tobermory","Islands","Scotland","50.9",72.2,"141.84","Operational","Hogshead",NA,NA,30,202.63,132,70,45,23147.12,114.23,320.6,10.69,771.57
"2024-12-02","Laphroaig","Islay","Scotland","56.8",167.56,"295","Operational","Butt",NA,NA,26,421.43,132,70,45,61725.66,146.47,368.38,14.17,2374.06
"2024-12-02","Copper House","England","England","64.8",74.78,"115.4","Operational","Barrel",NA,"Bourbon",13,164.86,132,70,45,1028.76,6.24,13.76,1.06,79.14
"2024-10-07","Laphroaig","Islay","Scotland","56.8",167.56,"295","Operational","Butt",NA,NA,26,421.43,124,67,37,93000,220.68,555.03,21.35,3576.92
"2024-10-07","Dailuaine","Speyside","Scotland","59.3",125.73,"212.02","Operational","Hogshead","Second Fill","Bourbon",15,302.89,124,67,37,3587.73,11.84,28.54,1.9,239.18
"2024-10-07","Dailuaine","Islay","Scotland","61",122,"200","Operational","Hogshead","Second Fill","Bourbon",8,285.71,124,67,37,1808.33,6.33,14.82,1.85,226.04
"2024-10-07","Port Dundas","Lowlands","Scotland","63.8",135.57,"212.5","Closed","Hogshead",NA,"Bourbon",14,303.57,124,67,37,2170,7.15,16.01,1.14,155
"2024-10-07","Glenrothes","Speyside","Scotland","66.8",160.9,"240.87","Operational","Hogshead","Second Fill","Bourbon",8,344.1,124,67,37,3255,9.46,20.23,2.53,406.88
"2024-10-07","Bruichladdich","Islay","Scotland","60.6",83.9,"138.45","Operational","Barrel","First Fill","Bourbon",19,197.79,124,67,37,14983.33,75.75,178.59,9.4,788.6
"2024-09-09","Jura","Islands","Scotland","57.52",75.6,"131.43","Operational","Hogshead",NA,NA,15,187.76,100,45,25,7796.2,41.52,103.12,6.87,519.75
"2024-09-09","Ardmore","Highlands","Scotland","50.9",74.75,"146.85","Operational","Hogshead",NA,NA,26,209.79,100,45,25,15592.4,74.32,208.59,8.02,599.71
"2024-09-09","Heaven Hill Bernheim","Kentucky, USA","USA","66.4",105.11,"158.3","Operational","Barrel",NA,"Bourbon",NA,226.14,100,45,25,9459.39,41.83,90,NA,NA
"2024-09-09","Heaven Hill Bernheim","Kentucky, USA","USA","65.6",96.96,"147.8","Operational","Barrel",NA,"Bourbon",NA,211.14,100,45,25,9147.54,43.32,94.34,NA,NA
"2024-09-09","Heaven Hill Bernheim","Kentucky, USA","USA","62.5",103.44,"165.5","Operational","Barrel",NA,"Bourbon",NA,236.43,100,45,25,9147.54,38.69,88.43,NA,NA
"2024-09-09","Bruichladdich","Islay","Scotland","53.1",115.3,"217.14","Operational","Hogshead",NA,"Wine",NA,310.2,100,45,25,18191.13,58.64,157.77,NA,NA
"2024-08-05","Bruichladdich","Islay","Scotland","51",76.5,"150","Operational","Barrel","Second Fill","Bourbon",20,214.29,98,38,25,27527.1,128.46,359.83,17.99,1376.36
"2024-08-05","Laphroaig","Islay","Scotland","49.1",144.84,"295","Operational","Butt",NA,NA,26,421.43,98,38,25,103871.93,246.47,717.15,27.58,3995.07
"2024-07-08","Lochranza","Islands","Scotland","49.1",81.56,"166.1","Operational","Hogshead",NA,NA,27,237.29,97,42,30,21894.62,92.27,268.45,9.94,810.91
"2024-06-10","Longmorn","Speyside","Scotland","62.7",106.59,"170","Operational","Hogshead",NA,NA,NA,242.86,84,62,20,6969.8,28.7,65.39,NA,NA
"2024-06-10","Longmorn","Speyside","Scotland","61.8",101.48,"164.2","Operational","Hogshead",NA,NA,NA,234.57,84,62,20,6761.74,28.83,66.63,NA,NA
"2024-06-10","Jura","Islands","Scotland","57.52",75.7,"131.6","Operational","Hogshead",NA,NA,15,188,84,62,20,6345.64,33.75,83.83,5.59,423.04
"2024-06-10","Jura","Islands","Scotland","57.92",85.08,"146.9","Operational","Hogshead",NA,NA,15,209.86,84,62,20,6241.61,29.74,73.36,4.89,416.11
"2024-06-10","See Lot Description","Islands","Scotland","63.8",143.7,"225.23","Operational","Hogshead",NA,NA,15,321.76,84,62,20,6137.58,19.08,42.71,2.85,409.17
"2024-06-10","See Lot Description","Islands","Scotland","64.5",312.89,"485.1","Operational","Butt","Second Fill",NA,15,693,84,62,20,18204.7,26.27,58.18,3.88,1213.65
"2024-06-10","Ardmore","Highlands","Scotland","52.2",62.03,"118.83","Operational","Hogshead",NA,NA,26,169.76,84,62,20,13003.36,76.6,209.63,8.06,500.13
"2024-06-10","Fettercairn","Highlands","Scotland","55.4",65.58,"118.38","Operational","Hogshead",NA,NA,27,169.11,84,62,20,16644.3,98.42,253.8,9.4,616.46
"2024-06-10","Glen Garioch","Highlands","Scotland","56.4",89.6,"158.86","Operational",NA,NA,NA,10,226.94,84,62,20,2704.7,11.92,30.19,3.02,270.47
"2024-06-10","Glenrothes","Speyside","Scotland","66.9",149.09,"222.86","Operational","Hogshead","Second Fill",NA,7,318.37,84,62,20,1404.36,4.41,9.42,1.35,200.62
"2024-06-10","Glenrothes","Speyside","Scotland","67.9",151.4,"222.97","Operational","Hogshead","Second Fill",NA,7,318.53,84,62,20,1404.36,4.41,9.28,1.33,200.62
"2024-05-06","Bruichladdich","Islay","Scotland","60.9",87.4,"143.51","Operational","Barrel","First Fill","Bourbon",18,205.01,77,59,13,13543.69,66.06,154.96,8.61,752.43
"2024-04-08","Borders","Lowlands","Scotland","63.5",56.52,"89","Operational","Quarter Cask",NA,NA,NA,127.14,78,57,12,1566.37,12.32,27.71,NA,NA
"2024-04-08","Bruichladdich","Islay","Scotland","60.9",87.4,"143.51","Operational","Barrel","First Fill","Bourbon",18,205.01,78,57,12,15674.16,76.46,179.34,9.96,870.79
"2024-04-08","Ardmore","Highlands","Scotland","52.3",77.57,"148.32","Operational","Hogshead",NA,NA,25,211.89,78,57,12,20898.88,98.63,269.42,10.78,835.96
"2024-04-08","Bruichladdich","Islay","Scotland","46.7",86,"184.15","Operational","Barrel","First Fill","Bourbon",38,263.07,78,57,12,67921.35,258.19,789.78,20.78,1787.4
"2024-01-08","Bruichladdich","Highlands","Scotland","54.4",152.51,"280.35","Operational","Barrel","Second Fill",NA,20,400.5,75,55,45,6365.02,15.89,41.74,2.09,318.25
"2024-01-08","Jura","Islands","Scotland","47.9",71.37,"149","Operational","Hogshead",NA,NA,35,212.86,75,55,45,26520.91,124.59,371.6,10.62,757.74
"2024-01-08","Fettercairn","Highlands","Scotland","54.8",79.05,"144.25","Operational","Barrel","First Fill","Sherry",15,206.07,75,55,45,5834.6,28.31,73.81,4.92,388.97
"2024-01-08","Tullibardine","Highlands","Scotland","57.9",33.3,"57.51","Operational","Octave","First Fill","Wine",NA,82.16,75,55,45,1273,15.49,38.23,NA,NA
"2024-01-08","Bruichladdich","Islay","Scotland","59.9",96,"160.27","Operational","Barrel","First Fill","Bourbon",15,228.96,75,55,45,20686.31,90.35,215.48,14.37,1379.09
"2023-12-05","Allt-A-Bhainne","Hogshead","Hogshead","63",131.32,"208.44","Operational","Hogshead",NA,NA,14,297.77,41,22,13,13717.85,46.07,104.46,7.46,979.85
"2023-12-05","Tomatin","Highlands","Scotland","61.6",71.82,"116.59","Operational","Quarter Cask","First Fill",NA,15,166.56,41,22,13,8441.75,50.68,117.54,7.84,562.78
"2023-12-05","Tullibardine","Highlands","Scotland","58.8",47.03,"79.98","Operational","Quarter Cask","First Fill","Wine",NA,114.26,41,22,13,3587.75,31.4,76.29,NA,NA
"2023-12-05","Bruichladdich","Highlands","Scotland","54.4",152.51,"280.35","Operational","Barrel","Second Fill",NA,20,400.5,41,22,13,11607.41,28.98,76.11,3.81,580.37
"2023-12-05","Aberlour","Speyside","Scotland","41.3",40,"96.85","Operational","Hogshead",NA,NA,32,138.36,41,22,13,15300.68,110.59,382.52,11.95,478.15
"2023-12-05","Tullibardine","Highlands","Scotland","58.6",28.01,"47.8","Operational","Octave",NA,NA,8,68.29,41,22,13,1371.79,20.09,48.98,6.12,171.47
"2023-11-06","Bruichladdich","Islay","Scotland","59.6",242.3,"406.54","Operational","Butt",NA,"Sherry",21,580.77,37,18,14,58257.4,100.31,240.43,11.45,2774.16
"2023-11-06","Bruichladdich","Islay","Scotland","56.7",52.2,"92.06","Operational","Barrel","First Fill","Bourbon",16,131.51,37,18,14,11015.95,83.77,211.03,13.19,688.5
